"","SG_PARTIDO","NM_PARTIDO","DS_TP_DOCUMENTO","DT_PAGAMENTO","VR_PAGAMENTO"
"1178","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2016-12-31,500
"1179","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2017-05-09,125
"1180","REPUBLICANOS","REPUBLICANOS","FATURA",2017-04-04,181.5
"1181","REPUBLICANOS","REPUBLICANOS","RECIBO",2017-05-01,111.23
"1182","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-04-12,2
"1183","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-07-25,68
"1184","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-07-01,74.96
"1185","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-07-05,41
"1186","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-12-01,2.35
"1187","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-09-06,42
"1188","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-04-25,68
"1189","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-09-01,74.96
"1190","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-11-01,18.74
"1191","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2017-07-26,125
"1192","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2017-07-01,500
"1193","REPUBLICANOS","REPUBLICANOS","FATURA",2017-10-17,525.68
"1194","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-03-13,701.5
"1195","DEM","DEMOCRATAS","OUTROS",2017-08-31,18.95
"1196","DEM","DEMOCRATAS","OUTROS",2017-05-31,3
"1197","DEM","DEMOCRATAS","OUTROS",2017-05-31,18.9
"1198","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","FATURA",2017-02-01,19.81
"1199","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-07-05,41
"1200","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-09-13,2.85
"1201","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-09-29,18.95
"1202","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-03-13,3.8
"1203","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-12-28,4.35
"1204","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","FATURA",2017-08-09,75.12
"1205","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-09-20,300
"1206","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-11-20,2.35
"1207","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-02-24,18.9
"1208","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-06-26,250
"1209","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-05-02,2.8
"1210","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-02-17,2000
"1211","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","RECIBO",2017-01-16,600
"1212","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-02-02,42
"1213","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-08-25,42
"1214","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","DOCUMENTO FISCAL",2017-12-25,900
"1215","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","OUTROS",2017-05-02,2.8
"1216","PL","PARTIDO LIBERAL","OUTROS",2017-08-31,8.11
"1217","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-10-13,71
"1218","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-08-07,290.4
"1219","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-02-06,834
"1220","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-03-07,46.4
"1221","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-11-13,71
"1222","PSB","PARTIDO SOCIALISTA BRASILEIRO","DOCUMENTO FISCAL",2017-02-17,100
"1223","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-08-07,834
"1224","PSB","PARTIDO SOCIALISTA BRASILEIRO","OUTROS",2017-10-31,7.75
"1225","PSC","PARTIDO SOCIAL CRISTÃO","OUTROS",2017-12-12,19.25
"1226","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-07-10,35
"1227","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-01-25,30
"1228","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-08-10,49
"1229","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-04-25,30
"1230","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-03-10,35
"1231","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-08-25,42
"1232","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-04-10,68
"1233","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-11-20,775
"1234","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-07-20,45
"1235","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-04-27,24.8
"1236","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-03-02,300
"1237","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-03-02,100
"1238","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-12-20,149.22
"1239","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-04-12,675
"1240","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-06-30,150
"1241","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-12-19,7.61
"1242","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-10-03,46.95
"1243","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-09-30,150
"1244","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-06-16,35
"1245","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-05-10,170.33
"1246","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-04-05,3000
"1247","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-04-26,140.8
"1248","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-04-05,68
"1249","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-04-06,600
"1250","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-09-01,140.8
"1251","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-06-20,969.17
"1252","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-12-19,428.27
"1253","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-01-31,33.08
"1254","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-27,30
"1255","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-04-25,42
"1256","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-05-03,42
"1257","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-01,35
"1258","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-01-25,30
"1259","PTB","PARTIDO TRABALHISTA BRASILEIRO","CONTRATO",2017-12-29,1000
"1260","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2017-12-29,18.95
"1261","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2017-09-29,18.95
"1262","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-01-26,41.25
"1263","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-09-18,2.85
"1264","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-09-18,2.85
"1265","REPUBLICANOS","REPUBLICANOS","OUTROS",2017-09-06,71
